id,year,Title,Authors
9910165,1999,Effective Energy Approach to Collectively Quantized Systems,"Sergei V. Bashinsky (MIT, LNS)"
9910166,1999,Winding number transitions at finite temperature in the Abelian-Higgs model,"D.K. Park, H. J. W. M\""{u}ller-Kirsten, J.Q. Liang"
9910167,1999,On the renormalization of periodic potentials,"I. Nandori, J. Polonyi and K. Sailer"
9910168,1999,On the Consistency of a Fermion-Torsion Effective Theory,"G. de Berredo-Peixoto, J.A. Helayel-Neto, I.L. Shapiro"
9910169,1999,The graceful exit in pre-big bang string cosmology,"C. Cartier, E.J. Copeland and R. Madden"
9910170,1999,Topics in D-geometry,Michael R. Douglas
9910171,1999,Classical glueballs in non-Abelian Born-Infeld theory,Dmitri Gal'tsov and Richard Kerner
9910172,1999,D-Branes and Bundles on Elliptic Fibrations,"Duiliu-Emanuel Diaconescu, Christian Romelsberger"
9910173,1999,Product Integral Formalism and Non-Abelian Stokes Theorem,"Robert L. Karp, Freydoon Mansouri, Jung S. Rno"
9910174,1999,Mirage Cosmology,"A. Kehagias (NTU of Athens), E. Kiritsis (U. of Crete)"
9910175,1999,"An action for the (2,0) self-dual tensor multiplet in a conformal supergravity background",Kor Van Hoof
9910176,1999,Cosmological Spinning Multi-`Black-Hole' Solution in String Theory,"Tetsuya Shiromizu (DAMTP, Cambridge)"
9910177,1999,Exotic Gauge Theories from Tensor Calculus,"Friedemann Brandt, Joan Simon, Ulrich Theis"
9910178,1999,Path integral quantization of the Poisson-Sigma model,"Allen C. Hirshfeld (University of Dortmund), Thomas Schwarzweller (University of Dortmund)"
9910179,1999,Area law corrections from state counting and supergravity,"Gabriel Lopes Cardoso, Bernard de Wit and Thomas Mohaupt"
9910180,1999,Path integral and pseudoclassical action for spinning particle in external electromagnetic and torsion fields,"Bodo Geyer, Dmitry Gitman and Ilya Shapiro"
9910181,1999,"M-Theory, Topological Strings and Spinning Black Holes","Sheldon Katz, Albrecht Klemm and Cumrun Vafa"
9910182,1999,BPS Structure of Argyres-Douglas Superconformal Theories,Alfred D. Shapere and Cumrun Vafa
9910183,1999,Pair Correlation Function of Wilson Loops,"S. Chaudhuri, Y. Chen, E. Novak"
9910184,1999,Calabi-Yau Mirror Symmetry as a Gauge Theory Duality,"Mina Aganagic, Andreas Karch"
9910185,1999,Holography in (2+1)-dimensional cosmological models,Bin Wang and Elcio Abdalla
9910186,1999,One loop fermion contribution to the effective potential for constant SU(2) Yang-Mills fields,Nistor Nicolaevici
9910187,1999,Quantum Field Theory of Topological Defects as Inhomogeneous Condensates,Massimo Blasone and Petr Jizba
9910188,1999,Equations of Motion for Massive Spin 2 Field Coupled to Gravity,"I.L. Buchbinder, D.M. Gitman, V.A. Krykhtin and V.D. Pershin"
9910189,1999,Generalized Invariants and Quantum Evolution of Open Fermionic System,"S.P. Kim, A.E. Santana, and F.C. Khanna"
9910190,1999,On Finite-Volume Gauge Theory Partition Functions,G. Akemann and P.H. Damgaard
9910191,1999,Quantisation and Gauge Invariance,"Jan Govaerts (Catholic Univ. Louvain, Belgium)"
9910192,1999,Local Symmetries in the AdS_7/CFT_6 Correspondence,M. Nishimura and Y. Tanii
9910193,1999,U-duality of Born-Infeld Theory,Gysbert Zwart
9910194,1999,"D1/D5 System with B-field, Noncommutative Geometry and the CFT of the Higgs Branch","Avinash Dhar, Gautam Mandal, Spenta R. Wadia and K.P. Yogendran"
9910195,1999,Bottleneck Surfaces and Worldsheet Geometry of Higher-Curvature Quantum Gravity,Richard J. Szabo and John F. Wheater
9910196,1999,Brane Configuration from Monopole Solution in Non-Commutative Super Yang-Mills Theory,"Koji Hashimoto, Hiroyuki Hata and Sanefumi Moriyama"
9910197,1999,Two-point functions of chiral operators in {\cal N}=4 SYM at order g^4,"S. Penati, A. Santambrogio and D. Zanon"
9910198,1999,Two-dimensional effective action for matter fields coupled to the dilaton,Yu. V. Gusev and A. I. Zelnikov
9910199,1999,Superconformal Symmetry in Three-dimensions,Jeong-Hyuck Park
9910200,1999,A Simple Proof of the Non-Renormalization of the Chern-Simons Coupling,Makoto Sakamoto and Hiroyuki Yamashita
9910201,1999,Cohomological analysis of gauged-fixed gauge theories,"Glenn Barnich, Marc Henneaux, Tobias Hurth and Kostas Skenderis"
9910202,1999,Radius Stabilization and Anomaly-Mediated Supersymmetry Breaking,Markus A. Luty and Raman Sundrum
9910203,1999,Search for periodic vacuum in QED$_2$,S. Nagy and K. Sailer
9910204,1999,Sine-Gordon Equation and Representations of Affine Kac-Moody Algebra \hat{sl_2},Yuly Billig
9910205,1999,Vertex Operators for AdS3 Background With Ramond Ramond Flux,Louise Dolan and Edward Witten
9910206,1999,A Finite Dimensional Gauge Problem in the WZNW Model,"M. Dubois-Violette, P. Furlan, L.K. Hadjiivanov, A.P. Isaev, P.N. Pyatov, I.T. Todorov"
9910207,1999,On the Heterotic/F-Theory Duality in Eight Dimensions,W. Lerche
9910208,1999,Domain walls in supersymmetric QCD,"B. de Carlos, J.M. Moreno"
9910209,1999,"Cohomological Field Theories with K\""ahler Structure",J.-S. Park
9910210,1999,Twisted Boundary Conditions and Matching to the Effective Four Dimensional Theory,T.E. Clark and S.T. Love
9910211,1999,Wilson Loops as Matrix Strings,Nadav Drukker
9910212,1999,On the generalized Legendre transform and monopole metrics,C.J. Houghton
9910213,1999,"Comments on ""Entropy of 2D Black Holes from Counting Microstates""",Mu-In Park and Jae Hyung Yee
9910214,1999,Algebraic Aspects of Interactions of Massive Spinning Particles in Three Dimensions,"K.B. Alkalaev and S.L. Lyakhovich (Tomsk State University, Russia)"
9910215,1999,Functional Relations in Stokes Multipliers and Solvable Models related to U_q(A^{(1)}_n),J. Suzuki (Shizuoka University)
9910216,1999,Non-perturbative N=1 strings from geometric singularities,P. Mayr
9910217,1999,Non-BPS States and Heterotic - Type I' Duality,T. Dasgupta and B. Stefanski Jr
9910218,1999,Integrable Quantum Field Theories with Unstable Particles,J. Luis Miramontes and C.R. Fern\'andez-Pousa
9910219,1999,Brane cosmological evolution in a bulk with cosmological constant,"Pierre Binetruy, Cedric Deffayet, Ulrich Ellwanger (LPTHE, Orsay), David Langlois (DARC, Meudon)"
9910220,1999,A New Superconformal Mechanics,"E.Deotto, G.Furlan, E.Gozzi"
9910221,1999,A Model for Topological Fermions,Manfried Faber
9910222,1999,SDLCQ: Supersymmetric Discrete Light Cone Quantization,"O. Lunin, S. Pinsky"
9910223,1999,Duality Induced Reflections and CPT,"Heinrich Saller (MPI fuer Physik, Werner-Heisenberg-Institut, Muenchen)"
9910224,1999,Large-N limit of the generalized 2D Yang-Mills theory on cylinder,"M. Khorrami, M. Alimohammadi"
9910225,1999,"Reply Comment on ""Entropy of 2D black holes from counting microstates""",Mariano Cadoni and Salvatore Mignemi
9910226,1999,Beyond CFT : Deformed Virasoro and Elliptic Algebras,S.Odake
9910227,1999,Polynomial Gauge Invariants of a Bosonic String,V.A. Dolgushev
9910228,1999,Discrete torsion in non-geometric orbifolds and their open-string descendants,"Massimo Bianchi, Jose' F. Morales and Gianfranco Pradisi (Dipartimento di Fisica and INFN, Universita` di Roma ``Tor Vergata'')"
9910229,1999,On heavy states in supersymmetric gluodynamics at large N,A. Gorsky and K. Selivanov
9910230,1999,Anomalies for Nonlocal Dirac Operators,E. Ruiz Arriola and L. L. Salcedo
9910231,1999,Positive Mass Theorem for Black Holes in Einstein-Maxwell Axion-dilaton Gravity,Marek Rogatko (Technical Un. of Lublin)
9910232,1999,"Making the gravitational path integral more Lorentzian, or: Life beyond Liouville gravity","R. Loll (Albert-Einstein-Institut, MPI), J. Ambjorn (Niels Bohr Institute) and K.N. Anagnostopoulos (Univ. of Crete)"
9910233,1999,Remark on the variational principle in the AdS/CFT correspondence for the scalar field,Henrique Boschi-Filho and Nelson R. F. Braga
9910234,1999,Instantons in curvilinear coordinates,"Alexei A. Abrikosov, jr"
9910235,1999,Solution Generating in Ten Dimensional Supersymmetric Classical Yang--Mills Theories,Jean-Loup Gervais
9910236,1999,Effects in Gauge Theories and a Harmonic Function on $E_{10}$,Ori J. Ganor
9910237,1999,Regular R-R and NS-NS BPS black holes,"M. Bertolini, M. Trigiante"
9910238,1999,Hypermultiplet Moduli Space and Three Dimensional Gauge Theories,Moshe Rozali
9910239,1999,A new topological aspect of the arbitrary dimensional topological defects,"Ying Jiang, Yishi Duan"
9910240,1999,The Parisi-Sourlas Mechanism in Yang-Mills Theory?,"Jose A. Magpantay (National Institute of Physics, U.P. Diliman Q.C., Philippines)"
9910241,1999,D-branes from N non-BPS D9-branes in Type IIA theory,J. Kluson
9910242,1999,Minimal String Driven Cosmology and its Predictions,"M. P. Infante, N. Sanchez"
9910243,1999,The Quest for Understanding in Relativistic Quantum Physics,"Detlev Buchholz, Rudolf Haag"
9910244,1999,Black Hole Thermodynamics and Two-Dimensional Dilaton Gravity Theory,Donam Youm
9910245,1999,Connectedness Of The Boundary In The AdS/CFT Correspondence,Edward Witten and S.-T. Yau
9910246,1999,Abelian Vectors and Self-Dual Tensors in Six-Dimensional Supergravity,Fabio Riccioni
9910247,1999,Reply to the comment by Park and Ho,S. Carlip
9910248,1999,Heterotic String Corrections from the Dual Type II String,Paul S. Aspinwall and M. Ronen Plesser
9910249,1999,Non-BPS Branes on a Calabi-Yau Threefold and Bose-Fermi Degeneracy,"Mihail Mihailescu, Kyungho Oh and Radu Tatar"
9910250,1999,On Inherited Duality in N=1 d=4 Supersymmetric Gauge Theories,"Philip C. Argyres (Cornell, ITP Santa Barbara), Ken Intriligator (UC San Diego, Inst. for Adv. Study), Robert G. Leigh (Illinois), Matthew J.
 Strassler (Inst. for Adv. Study)"
9910251,1999,Quantization of the Superstring in Ramond-Ramond Backgrounds,"Nathan Berkovits (IFT/UNESP, Sao Paulo)"
9910252,1999,Four-dimensional N=4 SO(4) Gauged Supergravity from D=11,"M. Cvetic, H. Lu and C.N. Pope"
9910253,1999,Solution of the quantum inverse problem,"F. G\""ohmann and V. E. Korepin (YITP, State University of New York at Stony Brook)"
9910254,1999,Morse potential energy spectra through the variational method and supersymmetry,Elso Drigo Filho and Regina Maria Ricotta
9910255,1999,Exact results on quantum field theories interpolating between pairs of conformal field theories,D. Anselmi
9910256,1999,Exact Renormalization Group and Loop Equation,Shinji Hirano
9910257,1999,Non-renormalizability of a SSB gauge theory induced by a non-linear fermion-Higgs coupling of canonical dimension 4,Nistor Nicolaevici
9910258,1999,On the Deformation of $\Lambda$-Symmetry in B-field Background,M.M. Sheikh-Jabbari
9910259,1999,Equilibrium and Non-equilibrium Quantum Field Theory,Petr Jizba
9910260,1999,Tachyonic modes on type 0 NS5-branes,Yosuke Imamura
9910261,1999,Genuine Dyons in Born-Infeld Electrodynamics,Hongsu Kim
9910262,1999,Scaling Behaviors of Branched Polymers,"Hajime Aoki, Satoshi Iso, Hikaru Kawai and Yoshihisa Kitazawa"
9910263,1999,"p-p' System with B-field, Branes at Angles and Noncommutative Geometry","B. Chen, H. Itoyama, T. Matsuo and K. Murakami"
9910264,1999,Nonabelian Duality and Solvable Large N Lattice Systems,Andrey Dubin
9910265,1999,Integral representation for the eigenfunctions of quantum periodic Toda chain,"S. Kharchev, D. Lebedev"
9910266,1999,Type II Branes from Brane-Antibrane in M-theory,"Laurent Houart, Yolanda Lozano"
9910267,1999,Diffeomorphisms and Holographic Anomalies,"C. Imbimbo, A. Schwimmer, S. Theisen, S. Yankielowicz"
9910268,1999,Conformal Field Theories on K3 and Three-Dimensional Gauge Theories,P. Mayr
9910269,1999,High Energy Scattering in the Brane-World and Black Hole Production,I.Ya.Aref'eva
9911001,1999,Superconformal Multi-Black Hole Moduli Spaces in Four Dimensions,"Alexander Maloney, Marcus Spradlin and Andrew Strominger"
9911002,1999,The Holographic Principle for General Backgrounds,Raphael Bousso
9911003,1999,String Theory and Black Holes,Justin R. David
9911004,1999,Some Thermodynamical Aspects of String Theory,"S.A.Abel, J.L.F.Barbon, I.I.Kogan and E.Rabinovici"
9911005,1999,Entropy of extreme three-dimensional charged black holes,Bin Wang and Elcio Abdalla
9911006,1999,Critical generation of soliton mode in a gauged O(3) sigma model with interpolating potential,P. Mukherjee and S. Kumar
9911007,1999,Composite diholes and intersecting brane-antibrane configurations in string/M-theory,"Auttakit Chattaraputi, Roberto Emparan and Anne Taormina"
9911008,1999,Backlund Transformations in 10D susy Yang-Mills Theories,Jean-Loup Gervais
9911009,1999,The p-bar p --> pi_0 pi_0 Puzzle,W. A. Perkins (PACS)
9911010,1999,Massless vs. Massive Hawking Radiation in AdS$_2$ Spacetime,"Sung-Won Kim, Won Tae Kim and John J. Oh"
9911011,1999,"Solitons, Superpotentials and Calibrations",Sergei Gukov
9911012,1999,Nonminimal particle-like solutions in cubic scalar field theory,Konstantin G. Zloshchastiev
9911013,1999,Zero-brane approach to study of particle-like solitons in classical and quantum Liouville field theory,Konstantin G. Zloshchastiev
9911014,1999,"Schr\""odinger quantum modes on the Taub-NUT background",Ion I. Cot\u{a}escu and Mihai Visinescu
9911015,1999,Nonsingular global string compactifications,Ruth Gregory
9911016,1999,Light cone formalism in AdS spacetime,"R.R.Metsaev, (Lebedev Physical Institute)"
9911017,1999,Successive Toroidal Compactifications Of A Closed Bosonic Strings,"N.Mebarki, A.Taleb, H.Aissaoui, N.Belaloui, M.Haouchine (D\'epartement de Physique Th\'eorique, Institut de Physique, Constantine, Algeria)"
9911018,1999,A note on bosonic open strings in constant B field,Ansar Fayyazuddin and Maxim Zabzine (Stockholm U.)
9911019,1999,String theory predictions for future accelerators,E. Dudas and J. Mourad
9911020,1999,Massless particles and the geometry of curves. Classical picture,A.Nersessian
9911021,1999,Three Family Type IIB Orientifold String Vacua with Non-Abelian Wilson Lines,"Mirjam Cvetic, Michael Plumacher and Jing Wang"
9911022,1999,Tests of M-Theory from N=2 Seiberg-Witten Theory,"I.P. Ennes, S.G. Naculich, H. Rhedin, H.J. Schnitzer"
9911023,1999,Exact Solution of the Six-Vertex Model on a Random Lattice,Ivan Kostov
9911024,1999,Twist decomposition of nonlocal light-ray operators and harmonic tensor functions,B. Geyer and M. Lazar
9911025,1999,Theta-terms in nonlinear sigma-models,"A. G. Abanov, P. B. Wiegmann"
9911026,1999,"Noncommutative String Theory, the R-Matrix, and Hopf Algebras",Paul Watts
9911027,1999,Holography and the Future Tube,G W Gibbons
9911028,1999,Large Gauge Ward Identity,"Ashok Das, Gerald Dunne and J. Frenkel"
9911029,1999,Anomaly mediation in supergravity theories,"Jonathan Bagger, Takeo Moroi, and Erich Poppitz"
9911030,1999,On the quantum inverse scattering problem,J. M. Maillet and V. Terras
9911031,1999,Noncommutative spacetime and the fractional quantum Hall effect,"Y.S. Myung, H.W. Lee (Inje University)"
9911032,1999,"Dirac-K\""ahler approach connected to quantum mechanics in Grassmann space","N. Mankoc Borstnik (Univ. of Ljubljana), H. B. Nielsen (Niels Bohr Institute)"
9911033,1999,An approach to approximate calculations of Green functions,V.E. Rochev
9911034,1999,Direct Derivation of Scaling Relation of Prepotential in N=2 Supersymmetric G_2 Yang-Mills Theory,"Yuji Ohta (Res. Inst. Math. Sci., Kyoto Univ.)"
9911035,1999,On first order formulations of supergravities,B. Julia and S. Silva
9911036,1999,Two-dimensional QCD and instanton contribution,"A. Bassetto, L. Griguolo and F. Vian"
9911037,1999,Dualities in integrable systems and N=2 theories,A. Gorsky
9911038,1999,High energy limits of various actions,Harald G. Svendsen
9911039,1999,Comments on Double Scaled Little String Theory,"A. Giveon, D. Kutasov"
9911040,1999,Chiral Symmetry Breaking in the AdS/CFT Correspondence,Jacques Distler and Frederic Zamora
9911041,1999,Finite N Matrix Models of Noncommutative Gauge Theory,"J. Ambjorn, Y.M. Makeenko, J. Nishimura, R.J. Szabo (NBI)"
9911042,1999,On the geometry of non-trivially embedded branes,Ruben Minasian and Dimitrios Tsimpis
9911043,1999,Exact Description of Black Holes on Branes,"Roberto Emparan, Gary T. Horowitz and Robert C. Myers"
9911050,1999,The Contribution of Instanton-Antiinstanton Fluctuations to the Ground State Energy in Supersymmetric Quantum Mechanical Models,Avinash Khare
9911051,1999,Dualization of Interacting Theories Including p=d-1 Limiting Cases,"S. Ansoldi, A. Aurilia, A. Smailagic, E. Spallucci"
9911052,1999,Super-p-brane actions from interpolating dualisations,Anders Westerberg and Niclas Wyllard
9911053,1999,Hopf Map and Quantization on Sphere,"H. Ikemori, S. Kitakado, H. Otsu, T. Sato"
9911054,1999,Geodesic Flow on the n-Dimensional Ellipsoid as a Liouville Integrable System,Petre Dita
9911055,1999,Gravity in the Randall-Sundrum Brane World,Jaume Garriga and Takahiro Tanaka
9911056,1999,The World of Babyskyrmions,"Tom Weidig (Centre for Particle Theory, University of Durham)"
9911057,1999,On the Hierarchy Between Non-Commutative and Ordinary Supersymmetric Yang-Mills,Akikazu Hashimoto and N. Itzhaki
9911058,1999,Pasquier Models at c=1: Cylinder Partition Functions and the role of the Affine Coxeter Element,Robert P. T. Talbot
9911059,1999,Semigroup Representations of the Poincare Group and Relativistic Gamow Vectors,"A. Bohm, H. Kaldass, S. Wickramasekara and P. Kielanowski"
9911060,1999,Stress-Energy Tensors for Higher Dimensional Gravity,"A. DeBenedictis, K. S. Viswanathan"
